Altitude, He, N2, O2, Ar, Total, T
18740, 1.23547e+13, 1.84104e+18, 4.93895e+17, 2.20216e+16, 0.000113269, 220.304
18745, 1.23449e+13, 1.83958e+18, 4.93504e+17, 2.20041e+16, 0.00011318, 220.309
18750, 1.23351e+13, 1.83812e+18, 4.93114e+17, 2.19867e+16, 0.00011309, 220.314
18755, 1.23254e+13, 1.83667e+18, 4.92723e+17, 2.19693e+16, 0.000113001, 220.318
18760, 1.23156e+13, 1.83522e+18, 4.92333e+17, 2.19519e+16, 0.000112911, 220.323
18765, 1.23059e+13, 1.83376e+18, 4.91944e+17, 2.19346e+16, 0.000112822, 220.327
18770, 1.22961e+13, 1.83231e+18, 4.91554e+17, 2.19172e+16, 0.000112733, 220.332
18775, 1.22864e+13, 1.83086e+18, 4.91165e+17, 2.18999e+16, 0.000112643, 220.337
18780, 1.22767e+13, 1.82941e+18, 4.90777e+17, 2.18825e+16, 0.000112554, 220.341
18785, 1.2267e+13, 1.82797e+18, 4.90388e+17, 2.18652e+16, 0.000112465, 220.346
18790, 1.22573e+13, 1.82652e+18, 4.9e+17, 2.18479e+16, 0.000112376, 220.35
18795, 1.22476e+13, 1.82507e+18, 4.89613e+17, 2.18306e+16, 0.000112287, 220.355
18800, 1.22379e+13, 1.82363e+18, 4.89225e+17, 2.18133e+16, 0.000112198, 220.36
18805, 1.22282e+13, 1.82219e+18, 4.88838e+17, 2.17961e+16, 0.00011211, 220.364
18810, 1.22185e+13, 1.82074e+18, 4.88451e+17, 2.17788e+16, 0.000112021, 220.369
18815, 1.22088e+13, 1.8193e+18, 4.88064e+17, 2.17616e+16, 0.000111932, 220.374
18820, 1.21992e+13, 1.81786e+18, 4.87678e+17, 2.17444e+16, 0.000111844, 220.378
18825, 1.21895e+13, 1.81642e+18, 4.87292e+17, 2.17272e+16, 0.000111755, 220.383
18830, 1.21799e+13, 1.81499e+18, 4.86907e+17, 2.171e+16, 0.000111667, 220.388
18835, 1.21702e+13, 1.81355e+18, 4.86521e+17, 2.16928e+16, 0.000111578, 220.392
18840, 1.21606e+13, 1.81212e+18, 4.86136e+17, 2.16756e+16, 0.00011149, 220.397
18845, 1.2151e+13, 1.81068e+18, 4.85752e+17, 2.16585e+16, 0.000111402, 220.401
18850, 1.21414e+13, 1.80925e+18, 4.85367e+17, 2.16413e+16, 0.000111314, 220.406
18855, 1.21318e+13, 1.80782e+18, 4.84983e+17, 2.16242e+16, 0.000111226, 220.411
18860, 1.21222e+13, 1.80639e+18, 4.84599e+17, 2.16071e+16, 0.000111138, 220.415
18865, 1.21126e+13, 1.80496e+18, 4.84216e+17, 2.159e+16, 0.00011105, 220.42
18870, 1.2103e+13, 1.80353e+18, 4.83833e+17, 2.15729e+16, 0.000110962, 220.425
18875, 1.20934e+13, 1.8021e+18, 4.8345e+17, 2.15558e+16, 0.000110874, 220.429
18880, 1.20838e+13, 1.80068e+18, 4.83067e+17, 2.15388e+16, 0.000110786, 220.434
18885, 1.20743e+13, 1.79925e+18, 4.82685e+17, 2.15217e+16, 0.000110698, 220.439
18890, 1.20647e+13, 1.79783e+18, 4.82303e+17, 2.15047e+16, 0.000110611, 220.444
18895, 1.20552e+13, 1.7964e+18, 4.81921e+17, 2.14877e+16, 0.000110523, 220.448
18900, 1.20456e+13, 1.79498e+18, 4.8154e+17, 2.14707e+16, 0.000110436, 220.453
18905, 1.20361e+13, 1.79356e+18, 4.81159e+17, 2.14537e+16, 0.000110348, 220.458
18910, 1.20266e+13, 1.79214e+18, 4.80778e+17, 2.14367e+16, 0.000110261, 220.462
18915, 1.2017e+13, 1.79072e+18, 4.80398e+17, 2.14197e+16, 0.000110174, 220.467
18920, 1.20075e+13, 1.78931e+18, 4.80017e+17, 2.14028e+16, 0.000110087, 220.472
18925, 1.1998e+13, 1.78789e+18, 4.79637e+17, 2.13859e+16, 0.00011, 220.476
18930, 1.19885e+13, 1.78648e+18, 4.79258e+17, 2.13689e+16, 0.000109913, 220.481
18935, 1.19791e+13, 1.78506e+18, 4.78879e+17, 2.1352e+16, 0.000109826, 220.486
18940, 1.19696e+13, 1.78365e+18, 4.785e+17, 2.13351e+16, 0.000109739, 220.491
18945, 1.19601e+13, 1.78224e+18, 4.78121e+17, 2.13182e+16, 0.000109652, 220.495
18950, 1.19506e+13, 1.78083e+18, 4.77743e+17, 2.13014e+16, 0.000109565, 220.5
18955, 1.19412e+13, 1.77942e+18, 4.77365e+17, 2.12845e+16, 0.000109478, 220.505
18960, 1.19317e+13, 1.77801e+18, 4.76987e+17, 2.12677e+16, 0.000109392, 220.51
18965, 1.19223e+13, 1.7766e+18, 4.76609e+17, 2.12508e+16, 0.000109305, 220.514
18970, 1.19129e+13, 1.7752e+18, 4.76232e+17, 2.1234e+16, 0.000109219, 220.519
18975, 1.19034e+13, 1.77379e+18, 4.75855e+17, 2.12172e+16, 0.000109132, 220.524
18980, 1.1894e+13, 1.77239e+18, 4.75479e+17, 2.12004e+16, 0.000109046, 220.529
18985, 1.18846e+13, 1.77099e+18, 4.75103e+17, 2.11837e+16, 0.00010896, 220.533
18990, 1.18752e+13, 1.76959e+18, 4.74727e+17, 2.11669e+16, 0.000108873, 220.538
18995, 1.18658e+13, 1.76819e+18, 4.74351e+17, 2.11501e+16, 0.000108787, 220.543
19000, 1.18564e+13, 1.76679e+18, 4.73976e+17, 2.11334e+16, 0.000108701, 220.548
19005, 1.1847e+13, 1.76539e+18, 4.73601e+17, 2.11167e+16, 0.000108615, 220.552
19010, 1.18377e+13, 1.76399e+18, 4.73226e+17, 2.11e+16, 0.000108529, 220.557
19015, 1.18283e+13, 1.7626e+18, 4.72851e+17, 2.10833e+16, 0.000108443, 220.562
19020, 1.18189e+13, 1.7612e+18, 4.72477e+17, 2.10666e+16, 0.000108357, 220.567
19025, 1.18096e+13, 1.75981e+18, 4.72103e+17, 2.10499e+16, 0.000108272, 220.571
19030, 1.18002e+13, 1.75841e+18, 4.7173e+17, 2.10333e+16, 0.000108186, 220.576
19035, 1.17909e+13, 1.75702e+18, 4.71357e+17, 2.10166e+16, 0.0001081, 220.581
19040, 1.17816e+13, 1.75563e+18, 4.70984e+17, 2.1e+16, 0.000108015, 220.586
19045, 1.17722e+13, 1.75424e+18, 4.70611e+17, 2.09834e+16, 0.000107929, 220.591
19050, 1.17629e+13, 1.75286e+18, 4.70239e+17, 2.09668e+16, 0.000107844, 220.595
19055, 1.17536e+13, 1.75147e+18, 4.69866e+17, 2.09502e+16, 0.000107759, 220.6
19060, 1.17443e+13, 1.75008e+18, 4.69495e+17, 2.09336e+16, 0.000107673, 220.605
19065, 1.1735e+13, 1.7487e+18, 4.69123e+17, 2.09171e+16, 0.000107588, 220.61
19070, 1.17257e+13, 1.74731e+18, 4.68752e+17, 2.09005e+16, 0.000107503, 220.615
19075, 1.17165e+13, 1.74593e+18, 4.68381e+17, 2.0884e+16, 0.000107418, 220.619
19080, 1.17072e+13, 1.74455e+18, 4.68011e+17, 2.08674e+16, 0.000107333, 220.624
19085, 1.16979e+13, 1.74317e+18, 4.6764e+17, 2.08509e+16, 0.000107248, 220.629
19090, 1.16887e+13, 1.74179e+18, 4.6727e+17, 2.08344e+16, 0.000107163, 220.634
19095, 1.16794e+13, 1.74041e+18, 4.669e+17, 2.08179e+16, 0.000107079, 220.639
19100, 1.16702e+13, 1.73904e+18, 4.66531e+17, 2.08015e+16, 0.000106994, 220.644
19105, 1.16609e+13, 1.73766e+18, 4.66162e+17, 2.0785e+16, 0.000106909, 220.648
19110, 1.16517e+13, 1.73628e+18, 4.65793e+17, 2.07686e+16, 0.000106825, 220.653
19115, 1.16425e+13, 1.73491e+18, 4.65425e+17, 2.07521e+16, 0.00010674, 220.658
19120, 1.16333e+13, 1.73354e+18, 4.65056e+17, 2.07357e+16, 0.000106656, 220.663
19125, 1.16241e+13, 1.73217e+18, 4.64688e+17, 2.07193e+16, 0.000106571, 220.668
19130, 1.16149e+13, 1.7308e+18, 4.64321e+17, 2.07029e+16, 0.000106487, 220.673
19135, 1.16057e+13, 1.72943e+18, 4.63953e+17, 2.06865e+16, 0.000106403, 220.677
19140, 1.15965e+13, 1.72806e+18, 4.63586e+17, 2.06702e+16, 0.000106318, 220.682
19145, 1.15873e+13, 1.72669e+18, 4.6322e+17, 2.06538e+16, 0.000106234, 220.687
19150, 1.15782e+13, 1.72533e+18, 4.62853e+17, 2.06375e+16, 0.00010615, 220.692
19155, 1.1569e+13, 1.72396e+18, 4.62487e+17, 2.06212e+16, 0.000106066, 220.697
19160, 1.15599e+13, 1.7226e+18, 4.62121e+17, 2.06048e+16, 0.000105982, 220.702
19165, 1.15507e+13, 1.72123e+18, 4.61755e+17, 2.05885e+16, 0.000105899, 220.707
19170, 1.15416e+13, 1.71987e+18, 4.6139e+17, 2.05722e+16, 0.000105815, 220.711
19175, 1.15324e+13, 1.71851e+18, 4.61025e+17, 2.0556e+16, 0.000105731, 220.716
19180, 1.15233e+13, 1.71715e+18, 4.6066e+17, 2.05397e+16, 0.000105647, 220.721
19185, 1.15142e+13, 1.71579e+18, 4.60296e+17, 2.05235e+16, 0.000105564, 220.726
19190, 1.15051e+13, 1.71444e+18, 4.59932e+17, 2.05072e+16, 0.00010548, 220.731
19195, 1.1496e+13, 1.71308e+18, 4.59568e+17, 2.0491e+16, 0.000105397, 220.736
19200, 1.14869e+13, 1.71172e+18, 4.59204e+17, 2.04748e+16, 0.000105313, 220.741
19205, 1.14778e+13, 1.71037e+18, 4.58841e+17, 2.04586e+16, 0.00010523, 220.746
19210, 1.14687e+13, 1.70902e+18, 4.58478e+17, 2.04424e+16, 0.000105147, 220.75
19215, 1.14597e+13, 1.70767e+18, 4.58115e+17, 2.04262e+16, 0.000105064, 220.755
19220, 1.14506e+13, 1.70631e+18, 4.57753e+17, 2.04101e+16, 0.000104981, 220.76
19225, 1.14415e+13, 1.70496e+18, 4.57391e+17, 2.03939e+16, 0.000104898, 220.765
19230, 1.14325e+13, 1.70362e+18, 4.57029e+17, 2.03778e+16, 0.000104815, 220.77
19235, 1.14234e+13, 1.70227e+18, 4.56667e+17, 2.03617e+16, 0.000104732, 220.775
19240, 1.14144e+13, 1.70092e+18, 4.56306e+17, 2.03456e+16, 0.000104649, 220.78
19245, 1.14054e+13, 1.69958e+18, 4.55945e+17, 2.03295e+16, 0.000104566, 220.785
19250, 1.13964e+13, 1.69823e+18, 4.55585e+17, 2.03134e+16, 0.000104483, 220.79
19255, 1.13873e+13, 1.69689e+18, 4.55224e+17, 2.02973e+16, 0.000104401, 220.795
19260, 1.13783e+13, 1.69555e+18, 4.54864e+17, 2.02813e+16, 0.000104318, 220.8
19265, 1.13693e+13, 1.6942e+18, 4.54504e+17, 2.02652e+16, 0.000104236, 220.804
19270, 1.13603e+13, 1.69286e+18, 4.54145e+17, 2.02492e+16, 0.000104153, 220.809
19275, 1.13514e+13, 1.69153e+18, 4.53786e+17, 2.02332e+16, 0.000104071, 220.814
19280, 1.13424e+13, 1.69019e+18, 4.53427e+17, 2.02172e+16, 0.000103988, 220.819
19285, 1.13334e+13, 1.68885e+18, 4.53068e+17, 2.02012e+16, 0.000103906, 220.824
19290, 1.13244e+13, 1.68751e+18, 4.5271e+17, 2.01852e+16, 0.000103824, 220.829
19295, 1.13155e+13, 1.68618e+18, 4.52352e+17, 2.01692e+16, 0.000103742, 220.834
19300, 1.13065e+13, 1.68485e+18, 4.51994e+17, 2.01533e+16, 0.00010366, 220.839
19305, 1.12976e+13, 1.68351e+18, 4.51636e+17, 2.01373e+16, 0.000103578, 220.844
19310, 1.12887e+13, 1.68218e+18, 4.51279e+17, 2.01214e+16, 0.000103496, 220.849
19315, 1.12797e+13, 1.68085e+18, 4.50922e+17, 2.01055e+16, 0.000103414, 220.854
19320, 1.12708e+13, 1.67952e+18, 4.50565e+17, 2.00896e+16, 0.000103332, 220.859
19325, 1.12619e+13, 1.67819e+18, 4.50209e+17, 2.00737e+16, 0.000103251, 220.864
19330, 1.1253e+13, 1.67687e+18, 4.49853e+17, 2.00578e+16, 0.000103169, 220.869
19335, 1.12441e+13, 1.67554e+18, 4.49497e+17, 2.0042e+16, 0.000103087, 220.874
19340, 1.12352e+13, 1.67422e+18, 4.49142e+17, 2.00261e+16, 0.000103006, 220.878
19345, 1.12263e+13, 1.67289e+18, 4.48786e+17, 2.00103e+16, 0.000102924, 220.883
19350, 1.12174e+13, 1.67157e+18, 4.48432e+17, 1.99945e+16, 0.000102843, 220.888
19355, 1.12086e+13, 1.67025e+18, 4.48077e+17, 1.99786e+16, 0.000102762, 220.893
19360, 1.11997e+13, 1.66893e+18, 4.47723e+17, 1.99628e+16, 0.00010268, 220.898
19365, 1.11908e+13, 1.66761e+18, 4.47368e+17, 1.99471e+16, 0.000102599, 220.903
19370, 1.1182e+13, 1.66629e+18, 4.47015e+17, 1.99313e+16, 0.000102518, 220.908
19375, 1.11731e+13, 1.66497e+18, 4.46661e+17, 1.99155e+16, 0.000102437, 220.913
19380, 1.11643e+13, 1.66365e+18, 4.46308e+17, 1.98998e+16, 0.000102356, 220.918
19385, 1.11555e+13, 1.66234e+18, 4.45955e+17, 1.9884e+16, 0.000102275, 220.923
19390, 1.11467e+13, 1.66102e+18, 4.45602e+17, 1.98683e+16, 0.000102194, 220.928
19395, 1.11378e+13, 1.65971e+18, 4.4525e+17, 1.98526e+16, 0.000102113, 220.933
19400, 1.1129e+13, 1.6584e+18, 4.44898e+17, 1.98369e+16, 0.000102032, 220.938
19405, 1.11202e+13, 1.65708e+18, 4.44546e+17, 1.98212e+16, 0.000101952, 220.943
19410, 1.11114e+13, 1.65577e+18, 4.44194e+17, 1.98055e+16, 0.000101871, 220.948
19415, 1.11026e+13, 1.65446e+18, 4.43843e+17, 1.97899e+16, 0.000101791, 220.953
19420, 1.10939e+13, 1.65316e+18, 4.43492e+17, 1.97742e+16, 0.00010171, 220.958
19425, 1.10851e+13, 1.65185e+18, 4.43142e+17, 1.97586e+16, 0.00010163, 220.963
19430, 1.10763e+13, 1.65054e+18, 4.42791e+17, 1.9743e+16, 0.000101549, 220.968
19435, 1.10676e+13, 1.64924e+18, 4.42441e+17, 1.97274e+16, 0.000101469, 220.973
19440, 1.10588e+13, 1.64793e+18, 4.42091e+17, 1.97118e+16, 0.000101389, 220.978
19445, 1.10501e+13, 1.64663e+18, 4.41742e+17, 1.96962e+16, 0.000101309, 220.983
19450, 1.10413e+13, 1.64533e+18, 4.41392e+17, 1.96806e+16, 0.000101229, 220.988
19455, 1.10326e+13, 1.64403e+18, 4.41043e+17, 1.9665e+16, 0.000101148, 220.993
19460, 1.10239e+13, 1.64273e+18, 4.40695e+17, 1.96495e+16, 0.000101068, 220.998
19465, 1.10152e+13, 1.64143e+18, 4.40346e+17, 1.9634e+16, 0.000100989, 221.003
19470, 1.10065e+13, 1.64013e+18, 4.39998e+17, 1.96184e+16, 0.000100909, 221.008
19475, 1.09978e+13, 1.63883e+18, 4.3965e+17, 1.96029e+16, 0.000100829, 221.013
19480, 1.09891e+13, 1.63754e+18, 4.39303e+17, 1.95874e+16, 0.000100749, 221.018
19485, 1.09804e+13, 1.63624e+18, 4.38955e+17, 1.95719e+16, 0.00010067, 221.023
19490, 1.09717e+13, 1.63495e+18, 4.38608e+17, 1.95565e+16, 0.00010059, 221.028
19495, 1.0963e+13, 1.63366e+18, 4.38261e+17, 1.9541e+16, 0.00010051, 221.033
19500, 1.09544e+13, 1.63237e+18, 4.37915e+17, 1.95256e+16, 0.000100431, 221.038
19505, 1.09457e+13, 1.63108e+18, 4.37569e+17, 1.95101e+16, 0.000100352, 221.043
19510, 1.0937e+13, 1.62979e+18, 4.37223e+17, 1.94947e+16, 0.000100272, 221.048
19515, 1.09284e+13, 1.6285e+18, 4.36877e+17, 1.94793e+16, 0.000100193, 221.053
19520, 1.09198e+13, 1.62721e+18, 4.36532e+17, 1.94639e+16, 0.000100114, 221.058
19525, 1.09111e+13, 1.62592e+18, 4.36187e+17, 1.94485e+16, 0.000100035, 221.063
19530, 1.09025e+13, 1.62464e+18, 4.35842e+17, 1.94331e+16, 9.99556e-05, 221.068
19535, 1.08939e+13, 1.62335e+18, 4.35497e+17, 1.94178e+16, 9.98766e-05, 221.073
19540, 1.08853e+13, 1.62207e+18, 4.35153e+17, 1.94024e+16, 9.97976e-05, 221.078
19545, 1.08767e+13, 1.62079e+18, 4.34809e+17, 1.93871e+16, 9.97187e-05, 221.083
19550, 1.08681e+13, 1.61951e+18, 4.34465e+17, 1.93717e+16, 9.96399e-05, 221.089
19555, 1.08595e+13, 1.61823e+18, 4.34122e+17, 1.93564e+16, 9.95611e-05, 221.094
19560, 1.08509e+13, 1.61695e+18, 4.33779e+17, 1.93411e+16, 9.94824e-05, 221.099
19565, 1.08423e+13, 1.61567e+18, 4.33436e+17, 1.93258e+16, 9.94038e-05, 221.104
19570, 1.08337e+13, 1.61439e+18, 4.33093e+17, 1.93106e+16, 9.93252e-05, 221.109
19575, 1.08252e+13, 1.61312e+18, 4.32751e+17, 1.92953e+16, 9.92467e-05, 221.114
19580, 1.08166e+13, 1.61184e+18, 4.32409e+17, 1.92801e+16, 9.91683e-05, 221.119
19585, 1.08081e+13, 1.61057e+18, 4.32067e+17, 1.92648e+16, 9.90899e-05, 221.124
19590, 1.07995e+13, 1.6093e+18, 4.31726e+17, 1.92496e+16, 9.90116e-05, 221.129
19595, 1.0791e+13, 1.60802e+18, 4.31384e+17, 1.92344e+16, 9.89333e-05, 221.134
19600, 1.07825e+13, 1.60675e+18, 4.31044e+17, 1.92192e+16, 9.88551e-05, 221.139
19605, 1.07739e+13, 1.60548e+18, 4.30703e+17, 1.9204e+16, 9.8777e-05, 221.144
19610, 1.07654e+13, 1.60421e+18, 4.30362e+17, 1.91888e+16, 9.86989e-05, 221.149
19615, 1.07569e+13, 1.60295e+18, 4.30022e+17, 1.91736e+16, 9.86209e-05, 221.154
19620, 1.07484e+13, 1.60168e+18, 4.29682e+17, 1.91585e+16, 9.8543e-05, 221.159
19625, 1.07399e+13, 1.60041e+18, 4.29343e+17, 1.91433e+16, 9.84651e-05, 221.164
19630, 1.07314e+13, 1.59915e+18, 4.29004e+17, 1.91282e+16, 9.83873e-05, 221.169
19635, 1.0723e+13, 1.59788e+18, 4.28665e+17, 1.91131e+16, 9.83095e-05, 221.174
19640, 1.07145e+13, 1.59662e+18, 4.28326e+17, 1.9098e+16, 9.82318e-05, 221.179
19645, 1.0706e+13, 1.59536e+18, 4.27987e+17, 1.90829e+16, 9.81542e-05, 221.185
19650, 1.06976e+13, 1.5941e+18, 4.27649e+17, 1.90678e+16, 9.80766e-05, 221.19
19655, 1.06891e+13, 1.59284e+18, 4.27311e+17, 1.90528e+16, 9.79991e-05, 221.195
19660, 1.06807e+13, 1.59158e+18, 4.26973e+17, 1.90377e+16, 9.79217e-05, 221.2
19665, 1.06722e+13, 1.59032e+18, 4.26636e+17, 1.90227e+16, 9.78443e-05, 221.205
19670, 1.06638e+13, 1.58907e+18, 4.26299e+17, 1.90076e+16, 9.7767e-05, 221.21
19675, 1.06554e+13, 1.58781e+18, 4.25962e+17, 1.89926e+16, 9.76898e-05, 221.215
19680, 1.06469e+13, 1.58656e+18, 4.25626e+17, 1.89776e+16, 9.76126e-05, 221.22
19685, 1.06385e+13, 1.5853e+18, 4.25289e+17, 1.89626e+16, 9.75354e-05, 221.225
19690, 1.06301e+13, 1.58405e+18, 4.24953e+17, 1.89476e+16, 9.74584e-05, 221.23
19695, 1.06217e+13, 1.5828e+18, 4.24617e+17, 1.89326e+16, 9.73814e-05, 221.235
19700, 1.06133e+13, 1.58155e+18, 4.24282e+17, 1.89177e+16, 9.73044e-05, 221.24
19705, 1.06049e+13, 1.5803e+18, 4.23947e+17, 1.89027e+16, 9.72275e-05, 221.246
19710, 1.05966e+13, 1.57905e+18, 4.23612e+17, 1.88878e+16, 9.71507e-05, 221.251
19715, 1.05882e+13, 1.5778e+18, 4.23277e+17, 1.88729e+16, 9.7074e-05, 221.256
19720, 1.05798e+13, 1.57656e+18, 4.22943e+17, 1.8858e+16, 9.69973e-05, 221.261
19725, 1.05715e+13, 1.57531e+18, 4.22609e+17, 1.88431e+16, 9.69206e-05, 221.266
19730, 1.05631e+13, 1.57407e+18, 4.22275e+17, 1.88282e+16, 9.68441e-05, 221.271
19735, 1.05548e+13, 1.57282e+18, 4.21941e+17, 1.88133e+16, 9.67676e-05, 221.276
19740, 1.05464e+13, 1.57158e+18, 4.21608e+17, 1.87985e+16, 9.66911e-05, 221.281
19745, 1.05381e+13, 1.57034e+18, 4.21275e+17, 1.87836e+16, 9.66147e-05, 221.286
19750, 1.05298e+13, 1.5691e+18, 4.20942e+17, 1.87688e+16, 9.65384e-05, 221.291
19755, 1.05215e+13, 1.56786e+18, 4.20609e+17, 1.87539e+16, 9.64622e-05, 221.296
19760, 1.05131e+13, 1.56662e+18, 4.20277e+17, 1.87391e+16, 9.6386e-05, 221.302
19765, 1.05048e+13, 1.56538e+18, 4.19945e+17, 1.87243e+16, 9.63098e-05, 221.307
19770, 1.04965e+13, 1.56415e+18, 4.19613e+17, 1.87095e+16, 9.62337e-05, 221.312
19775, 1.04883e+13, 1.56291e+18, 4.19282e+17, 1.86948e+16, 9.61577e-05, 221.317
19780, 1.048e+13, 1.56168e+18, 4.18951e+17, 1.868e+16, 9.60818e-05, 221.322
19785, 1.04717e+13, 1.56044e+18, 4.1862e+17, 1.86652e+16, 9.60059e-05, 221.327
19790, 1.04634e+13, 1.55921e+18, 4.18289e+17, 1.86505e+16, 9.59301e-05, 221.332
19795, 1.04552e+13, 1.55798e+18, 4.17959e+17, 1.86358e+16, 9.58543e-05, 221.337
19800, 1.04469e+13, 1.55675e+18, 4.17629e+17, 1.8621e+16, 9.57786e-05, 221.342
19805, 1.04386e+13, 1.55552e+18, 4.17299e+17, 1.86063e+16, 9.57029e-05, 221.348
19810, 1.04304e+13, 1.55429e+18, 4.16969e+17, 1.85916e+16, 9.56273e-05, 221.353
19815, 1.04222e+13, 1.55306e+18, 4.1664e+17, 1.8577e+16, 9.55518e-05, 221.358
19820, 1.04139e+13, 1.55184e+18, 4.16311e+17, 1.85623e+16, 9.54764e-05, 221.363
19825, 1.04057e+13, 1.55061e+18, 4.15982e+17, 1.85476e+16, 9.5401e-05, 221.368
19830, 1.03975e+13, 1.54939e+18, 4.15654e+17, 1.8533e+16, 9.53256e-05, 221.373
19835, 1.03893e+13, 1.54816e+18, 4.15325e+17, 1.85183e+16, 9.52503e-05, 221.378
19840, 1.03811e+13, 1.54694e+18, 4.14997e+17, 1.85037e+16, 9.51751e-05, 221.383
19845, 1.03729e+13, 1.54572e+18, 4.1467e+17, 1.84891e+16, 9.51e-05, 221.388
19850, 1.03647e+13, 1.5445e+18, 4.14342e+17, 1.84745e+16, 9.50249e-05, 221.394
19855, 1.03565e+13, 1.54328e+18, 4.14015e+17, 1.84599e+16, 9.49498e-05, 221.399
19860, 1.03483e+13, 1.54206e+18, 4.13688e+17, 1.84453e+16, 9.48748e-05, 221.404
19865, 1.03402e+13, 1.54084e+18, 4.13361e+17, 1.84308e+16, 9.47999e-05, 221.409
19870, 1.0332e+13, 1.53962e+18, 4.13035e+17, 1.84162e+16, 9.47251e-05, 221.414
19875, 1.03238e+13, 1.53841e+18, 4.12709e+17, 1.84017e+16, 9.46503e-05, 221.419
19880, 1.03157e+13, 1.53719e+18, 4.12383e+17, 1.83871e+16, 9.45755e-05, 221.424
19885, 1.03075e+13, 1.53598e+18, 4.12057e+17, 1.83726e+16, 9.45009e-05, 221.429
19890, 1.02994e+13, 1.53477e+18, 4.11732e+17, 1.83581e+16, 9.44263e-05, 221.435
19895, 1.02913e+13, 1.53356e+18, 4.11407e+17, 1.83436e+16, 9.43517e-05, 221.44
19900, 1.02831e+13, 1.53235e+18, 4.11082e+17, 1.83291e+16, 9.42772e-05, 221.445
19905, 1.0275e+13, 1.53114e+18, 4.10758e+17, 1.83147e+16, 9.42028e-05, 221.45
19910, 1.02669e+13, 1.52993e+18, 4.10433e+17, 1.83002e+16, 9.41284e-05, 221.455
19915, 1.02588e+13, 1.52872e+18, 4.10109e+17, 1.82858e+16, 9.40541e-05, 221.46
19920, 1.02507e+13, 1.52751e+18, 4.09786e+17, 1.82713e+16, 9.39798e-05, 221.465
19925, 1.02426e+13, 1.52631e+18, 4.09462e+17, 1.82569e+16, 9.39057e-05, 221.47
19930, 1.02345e+13, 1.5251e+18, 4.09139e+17, 1.82425e+16, 9.38315e-05, 221.476
19935, 1.02264e+13, 1.5239e+18, 4.08816e+17, 1.82281e+16, 9.37575e-05, 221.481
19940, 1.02184e+13, 1.52269e+18, 4.08493e+17, 1.82137e+16, 9.36834e-05, 221.486
19945, 1.02103e+13, 1.52149e+18, 4.08171e+17, 1.81993e+16, 9.36095e-05, 221.491
19950, 1.02022e+13, 1.52029e+18, 4.07849e+17, 1.8185e+16, 9.35356e-05, 221.496
19955, 1.01942e+13, 1.51909e+18, 4.07527e+17, 1.81706e+16, 9.34618e-05, 221.501
19960, 1.01862e+13, 1.51789e+18, 4.07205e+17, 1.81563e+16, 9.3388e-05, 221.506
19965, 1.01781e+13, 1.51669e+18, 4.06884e+17, 1.81419e+16, 9.33143e-05, 221.511
19970, 1.01701e+13, 1.5155e+18, 4.06562e+17, 1.81276e+16, 9.32406e-05, 221.517
19975, 1.0162e+13, 1.5143e+18, 4.06242e+17, 1.81133e+16, 9.31671e-05, 221.522
19980, 1.0154e+13, 1.51311e+18, 4.05921e+17, 1.8099e+16, 9.30935e-05, 221.527
19985, 1.0146e+13, 1.51191e+18, 4.05601e+17, 1.80847e+16, 9.302e-05, 221.532
19990, 1.0138e+13, 1.51072e+18, 4.0528e+17, 1.80705e+16, 9.29466e-05, 221.537
19995, 1.013e+13, 1.50953e+18, 4.04961e+17, 1.80562e+16, 9.28733e-05, 221.542
20000, 1.0122e+13, 1.50833e+18, 4.04641e+17, 1.80419e+16, 9.28e-05, 221.547
20005, 1.0114e+13, 1.50714e+18, 4.04322e+17, 1.80277e+16, 9.27268e-05, 221.553
20010, 1.0106e+13, 1.50596e+18, 4.04003e+17, 1.80135e+16, 9.26536e-05, 221.558
20015, 1.00981e+13, 1.50477e+18, 4.03684e+17, 1.79993e+16, 9.25805e-05, 221.563
20020, 1.00901e+13, 1.50358e+18, 4.03365e+17, 1.79851e+16, 9.25074e-05, 221.568
20025, 1.00821e+13, 1.50239e+18, 4.03047e+17, 1.79709e+16, 9.24344e-05, 221.573
20030, 1.00742e+13, 1.50121e+18, 4.02729e+17, 1.79567e+16, 9.23615e-05, 221.578
20035, 1.00662e+13, 1.50002e+18, 4.02411e+17, 1.79425e+16, 9.22886e-05, 221.583
20040, 1.00583e+13, 1.49884e+18, 4.02094e+17, 1.79284e+16, 9.22158e-05, 221.589
20045, 1.00504e+13, 1.49766e+18, 4.01776e+17, 1.79142e+16, 9.2143e-05, 221.594
20050, 1.00424e+13, 1.49648e+18, 4.01459e+17, 1.79001e+16, 9.20703e-05, 221.599
20055, 1.00345e+13, 1.49529e+18, 4.01143e+17, 1.7886e+16, 9.19977e-05, 221.604
20060, 1.00266e+13, 1.49411e+18, 4.00826e+17, 1.78719e+16, 9.19251e-05, 221.609
20065, 1.00187e+13, 1.49294e+18, 4.0051e+17, 1.78578e+16, 9.18526e-05, 221.614
20070, 1.00108e+13, 1.49176e+18, 4.00194e+17, 1.78437e+16, 9.17801e-05, 221.619
20075, 1.00029e+13, 1.49058e+18, 3.99878e+17, 1.78296e+16, 9.17077e-05, 221.625
20080, 9.99498e+12, 1.48941e+18, 3.99563e+17, 1.78155e+16, 9.16353e-05, 221.63
