Altitude, He, N2, O2, Ar, Total, T
1390, 1.16145e+14, 1.73075e+19, 4.64307e+18, 2.07023e+17, 0.00106484, 284.034
1395, 1.16085e+14, 1.72984e+19, 4.64065e+18, 2.06915e+17, 0.00106428, 284.011
1400, 1.16025e+14, 1.72894e+19, 4.63824e+18, 2.06808e+17, 0.00106373, 283.988
1405, 1.15964e+14, 1.72804e+19, 4.63582e+18, 2.067e+17, 0.00106317, 283.965
1410, 1.15904e+14, 1.72714e+19, 4.63341e+18, 2.06592e+17, 0.00106262, 283.942
1415, 1.15843e+14, 1.72624e+19, 4.631e+18, 2.06485e+17, 0.00106207, 283.919
1420, 1.15783e+14, 1.72535e+19, 4.62859e+18, 2.06377e+17, 0.00106152, 283.896
1425, 1.15723e+14, 1.72445e+19, 4.62618e+18, 2.0627e+17, 0.00106096, 283.873
1430, 1.15663e+14, 1.72355e+19, 4.62377e+18, 2.06163e+17, 0.00106041, 283.85
1435, 1.15603e+14, 1.72266e+19, 4.62137e+18, 2.06056e+17, 0.00105986, 283.827
1440, 1.15543e+14, 1.72176e+19, 4.61897e+18, 2.05948e+17, 0.00105931, 283.804
1445, 1.15482e+14, 1.72087e+19, 4.61657e+18, 2.05841e+17, 0.00105876, 283.78
1450, 1.15422e+14, 1.71997e+19, 4.61417e+18, 2.05734e+17, 0.00105821, 283.757
1455, 1.15363e+14, 1.71908e+19, 4.61177e+18, 2.05628e+17, 0.00105766, 283.734
1460, 1.15303e+14, 1.71818e+19, 4.60937e+18, 2.05521e+17, 0.00105711, 283.711
1465, 1.15243e+14, 1.71729e+19, 4.60698e+18, 2.05414e+17, 0.00105656, 283.687
1470, 1.15183e+14, 1.7164e+19, 4.60459e+18, 2.05307e+17, 0.00105601, 283.664
1475, 1.15123e+14, 1.71551e+19, 4.6022e+18, 2.05201e+17, 0.00105546, 283.64
1480, 1.15063e+14, 1.71462e+19, 4.59981e+18, 2.05094e+17, 0.00105492, 283.617
1485, 1.15004e+14, 1.71373e+19, 4.59742e+18, 2.04988e+17, 0.00105437, 283.593
1490, 1.14944e+14, 1.71284e+19, 4.59504e+18, 2.04881e+17, 0.00105382, 283.57
1495, 1.14884e+14, 1.71195e+19, 4.59265e+18, 2.04775e+17, 0.00105327, 283.546
1500, 1.14825e+14, 1.71106e+19, 4.59027e+18, 2.04669e+17, 0.00105273, 283.522
1505, 1.14765e+14, 1.71018e+19, 4.58789e+18, 2.04563e+17, 0.00105218, 283.499
1510, 1.14706e+14, 1.70929e+19, 4.58551e+18, 2.04457e+17, 0.00105164, 283.475
1515, 1.14646e+14, 1.7084e+19, 4.58314e+18, 2.04351e+17, 0.00105109, 283.451
1520, 1.14587e+14, 1.70752e+19, 4.58076e+18, 2.04245e+17, 0.00105055, 283.427
1525, 1.14527e+14, 1.70663e+19, 4.57839e+18, 2.04139e+17, 0.00105, 283.403
1530, 1.14468e+14, 1.70575e+19, 4.57601e+18, 2.04033e+17, 0.00104946, 283.38
1535, 1.14409e+14, 1.70487e+19, 4.57364e+18, 2.03928e+17, 0.00104892, 283.356
1540, 1.1435e+14, 1.70398e+19, 4.57128e+18, 2.03822e+17, 0.00104837, 283.332
1545, 1.1429e+14, 1.7031e+19, 4.56891e+18, 2.03716e+17, 0.00104783, 283.308
1550, 1.14231e+14, 1.70222e+19, 4.56654e+18, 2.03611e+17, 0.00104729, 283.284
1555, 1.14172e+14, 1.70134e+19, 4.56418e+18, 2.03506e+17, 0.00104674, 283.259
1560, 1.14113e+14, 1.70046e+19, 4.56182e+18, 2.034e+17, 0.0010462, 283.235
1565, 1.14054e+14, 1.69958e+19, 4.55946e+18, 2.03295e+17, 0.00104566, 283.211
1570, 1.13995e+14, 1.6987e+19, 4.5571e+18, 2.0319e+17, 0.00104512, 283.187
1575, 1.13936e+14, 1.69782e+19, 4.55474e+18, 2.03085e+17, 0.00104458, 283.163
1580, 1.13877e+14, 1.69694e+19, 4.55239e+18, 2.0298e+17, 0.00104404, 283.138
1585, 1.13818e+14, 1.69607e+19, 4.55003e+18, 2.02875e+17, 0.0010435, 283.114
1590, 1.13759e+14, 1.69519e+19, 4.54768e+18, 2.0277e+17, 0.00104296, 283.09
1595, 1.13701e+14, 1.69431e+19, 4.54533e+18, 2.02665e+17, 0.00104242, 283.065
1600, 1.13642e+14, 1.69344e+19, 4.54298e+18, 2.0256e+17, 0.00104188, 283.041
1605, 1.13583e+14, 1.69256e+19, 4.54064e+18, 2.02456e+17, 0.00104135, 283.016
1610, 1.13524e+14, 1.69169e+19, 4.53829e+18, 2.02351e+17, 0.00104081, 282.992
1615, 1.13466e+14, 1.69081e+19, 4.53595e+18, 2.02247e+17, 0.00104027, 282.967
1620, 1.13407e+14, 1.68994e+19, 4.5336e+18, 2.02142e+17, 0.00103973, 282.943
1625, 1.13349e+14, 1.68907e+19, 4.53126e+18, 2.02038e+17, 0.0010392, 282.918
1630, 1.1329e+14, 1.6882e+19, 4.52893e+18, 2.01934e+17, 0.00103866, 282.893
1635, 1.13232e+14, 1.68733e+19, 4.52659e+18, 2.01829e+17, 0.00103812, 282.869
1640, 1.13173e+14, 1.68645e+19, 4.52425e+18, 2.01725e+17, 0.00103759, 282.844
1645, 1.13115e+14, 1.68558e+19, 4.52192e+18, 2.01621e+17, 0.00103705, 282.819
1650, 1.13057e+14, 1.68472e+19, 4.51959e+18, 2.01517e+17, 0.00103652, 282.794
1655, 1.12998e+14, 1.68385e+19, 4.51725e+18, 2.01413e+17, 0.00103598, 282.769
1660, 1.1294e+14, 1.68298e+19, 4.51493e+18, 2.01309e+17, 0.00103545, 282.744
1665, 1.12882e+14, 1.68211e+19, 4.5126e+18, 2.01206e+17, 0.00103492, 282.719
1670, 1.12824e+14, 1.68124e+19, 4.51027e+18, 2.01102e+17, 0.00103438, 282.694
1675, 1.12765e+14, 1.68038e+19, 4.50795e+18, 2.00998e+17, 0.00103385, 282.669
1680, 1.12707e+14, 1.67951e+19, 4.50562e+18, 2.00895e+17, 0.00103332, 282.644
1685, 1.12649e+14, 1.67865e+19, 4.5033e+18, 2.00791e+17, 0.00103278, 282.619
1690, 1.12591e+14, 1.67778e+19, 4.50098e+18, 2.00688e+17, 0.00103225, 282.594
1695, 1.12533e+14, 1.67692e+19, 4.49867e+18, 2.00584e+17, 0.00103172, 282.569
1700, 1.12475e+14, 1.67605e+19, 4.49635e+18, 2.00481e+17, 0.00103119, 282.544
1705, 1.12417e+14, 1.67519e+19, 4.49403e+18, 2.00378e+17, 0.00103066, 282.518
1710, 1.1236e+14, 1.67433e+19, 4.49172e+18, 2.00275e+17, 0.00103013, 282.493
1715, 1.12302e+14, 1.67347e+19, 4.48941e+18, 2.00172e+17, 0.0010296, 282.468
1720, 1.12244e+14, 1.67261e+19, 4.4871e+18, 2.00069e+17, 0.00102907, 282.442
1725, 1.12186e+14, 1.67175e+19, 4.48479e+18, 1.99966e+17, 0.00102854, 282.417
1730, 1.12128e+14, 1.67089e+19, 4.48248e+18, 1.99863e+17, 0.00102801, 282.392
1735, 1.12071e+14, 1.67003e+19, 4.48018e+18, 1.9976e+17, 0.00102748, 282.366
1740, 1.12013e+14, 1.66917e+19, 4.47787e+18, 1.99657e+17, 0.00102695, 282.341
1745, 1.11956e+14, 1.66831e+19, 4.47557e+18, 1.99555e+17, 0.00102642, 282.315
1750, 1.11898e+14, 1.66745e+19, 4.47327e+18, 1.99452e+17, 0.0010259, 282.289
1755, 1.1184e+14, 1.66659e+19, 4.47097e+18, 1.9935e+17, 0.00102537, 282.264
1760, 1.11783e+14, 1.66574e+19, 4.46868e+18, 1.99247e+17, 0.00102484, 282.238
1765, 1.11726e+14, 1.66488e+19, 4.46638e+18, 1.99145e+17, 0.00102432, 282.212
1770, 1.11668e+14, 1.66403e+19, 4.46408e+18, 1.99043e+17, 0.00102379, 282.187
1775, 1.11611e+14, 1.66317e+19, 4.46179e+18, 1.9894e+17, 0.00102326, 282.161
1780, 1.11554e+14, 1.66232e+19, 4.4595e+18, 1.98838e+17, 0.00102274, 282.135
1785, 1.11496e+14, 1.66146e+19, 4.45721e+18, 1.98736e+17, 0.00102221, 282.109
1790, 1.11439e+14, 1.66061e+19, 4.45492e+18, 1.98634e+17, 0.00102169, 282.083
1795, 1.11382e+14, 1.65976e+19, 4.45264e+18, 1.98532e+17, 0.00102116, 282.058
1800, 1.11325e+14, 1.65891e+19, 4.45035e+18, 1.9843e+17, 0.00102064, 282.032
1805, 1.11267e+14, 1.65806e+19, 4.44807e+18, 1.98328e+17, 0.00102012, 282.006
1810, 1.1121e+14, 1.65721e+19, 4.44578e+18, 1.98227e+17, 0.00101959, 281.98
1815, 1.11153e+14, 1.65636e+19, 4.4435e+18, 1.98125e+17, 0.00101907, 281.953
1820, 1.11096e+14, 1.65551e+19, 4.44122e+18, 1.98023e+17, 0.00101855, 281.927
1825, 1.11039e+14, 1.65466e+19, 4.43895e+18, 1.97922e+17, 0.00101802, 281.901
1830, 1.10982e+14, 1.65381e+19, 4.43667e+18, 1.9782e+17, 0.0010175, 281.875
1835, 1.10926e+14, 1.65296e+19, 4.4344e+18, 1.97719e+17, 0.00101698, 281.849
1840, 1.10869e+14, 1.65211e+19, 4.43212e+18, 1.97618e+17, 0.00101646, 281.823
1845, 1.10812e+14, 1.65127e+19, 4.42985e+18, 1.97516e+17, 0.00101594, 281.796
1850, 1.10755e+14, 1.65042e+19, 4.42758e+18, 1.97415e+17, 0.00101542, 281.77
1855, 1.10698e+14, 1.64957e+19, 4.42531e+18, 1.97314e+17, 0.0010149, 281.744
1860, 1.10642e+14, 1.64873e+19, 4.42305e+18, 1.97213e+17, 0.00101438, 281.717
1865, 1.10585e+14, 1.64789e+19, 4.42078e+18, 1.97112e+17, 0.00101386, 281.691
1870, 1.10528e+14, 1.64704e+19, 4.41852e+18, 1.97011e+17, 0.00101334, 281.664
1875, 1.10472e+14, 1.6462e+19, 4.41626e+18, 1.9691e+17, 0.00101282, 281.638
1880, 1.10415e+14, 1.64536e+19, 4.41399e+18, 1.96809e+17, 0.0010123, 281.611
1885, 1.10359e+14, 1.64451e+19, 4.41173e+18, 1.96708e+17, 0.00101178, 281.585
1890, 1.10302e+14, 1.64367e+19, 4.40948e+18, 1.96608e+17, 0.00101127, 281.558
1895, 1.10246e+14, 1.64283e+19, 4.40722e+18, 1.96507e+17, 0.00101075, 281.532
1900, 1.10189e+14, 1.64199e+19, 4.40497e+18, 1.96407e+17, 0.00101023, 281.505
1905, 1.10133e+14, 1.64115e+19, 4.40271e+18, 1.96306e+17, 0.00100971, 281.478
1910, 1.10077e+14, 1.64031e+19, 4.40046e+18, 1.96206e+17, 0.0010092, 281.452
1915, 1.1002e+14, 1.63947e+19, 4.39821e+18, 1.96105e+17, 0.00100868, 281.425
1920, 1.09964e+14, 1.63863e+19, 4.39596e+18, 1.96005e+17, 0.00100817, 281.398
1925, 1.09908e+14, 1.6378e+19, 4.39371e+18, 1.95905e+17, 0.00100765, 281.371
1930, 1.09852e+14, 1.63696e+19, 4.39147e+18, 1.95805e+17, 0.00100713, 281.344
1935, 1.09796e+14, 1.63612e+19, 4.38922e+18, 1.95705e+17, 0.00100662, 281.317
1940, 1.09739e+14, 1.63529e+19, 4.38698e+18, 1.95605e+17, 0.00100611, 281.291
1945, 1.09683e+14, 1.63445e+19, 4.38474e+18, 1.95505e+17, 0.00100559, 281.264
1950, 1.09627e+14, 1.63361e+19, 4.3825e+18, 1.95405e+17, 0.00100508, 281.237
1955, 1.09571e+14, 1.63278e+19, 4.38026e+18, 1.95305e+17, 0.00100456, 281.209
1960, 1.09515e+14, 1.63195e+19, 4.37802e+18, 1.95205e+17, 0.00100405, 281.182
1965, 1.09459e+14, 1.63111e+19, 4.37579e+18, 1.95106e+17, 0.00100354, 281.155
1970, 1.09404e+14, 1.63028e+19, 4.37355e+18, 1.95006e+17, 0.00100303, 281.128
1975, 1.09348e+14, 1.62945e+19, 4.37132e+18, 1.94906e+17, 0.00100251, 281.101
1980, 1.09292e+14, 1.62862e+19, 4.36909e+18, 1.94807e+17, 0.001002, 281.074
1985, 1.09236e+14, 1.62778e+19, 4.36686e+18, 1.94707e+17, 0.00100149, 281.047
1990, 1.0918e+14, 1.62695e+19, 4.36463e+18, 1.94608e+17, 0.00100098, 281.019
1995, 1.09125e+14, 1.62612e+19, 4.3624e+18, 1.94509e+17, 0.00100047, 280.992
2000, 1.09069e+14, 1.62529e+19, 4.36018e+18, 1.9441e+17, 0.000999959, 280.965
2005, 1.09013e+14, 1.62446e+19, 4.35795e+18, 1.9431e+17, 0.000999449, 280.937
2010, 1.08958e+14, 1.62364e+19, 4.35573e+18, 1.94211e+17, 0.000998939, 280.91
2015, 1.08902e+14, 1.62281e+19, 4.35351e+18, 1.94112e+17, 0.000998429, 280.882
2020, 1.08847e+14, 1.62198e+19, 4.35129e+18, 1.94013e+17, 0.00099792, 280.855
2025, 1.08791e+14, 1.62115e+19, 4.34907e+18, 1.93914e+17, 0.000997412, 280.827
2030, 1.08736e+14, 1.62033e+19, 4.34685e+18, 1.93815e+17, 0.000996903, 280.8
2035, 1.0868e+14, 1.6195e+19, 4.34464e+18, 1.93717e+17, 0.000996395, 280.772
2040, 1.08625e+14, 1.61868e+19, 4.34242e+18, 1.93618e+17, 0.000995887, 280.745
2045, 1.08569e+14, 1.61785e+19, 4.34021e+18, 1.93519e+17, 0.00099538, 280.717
2050, 1.08514e+14, 1.61703e+19, 4.338e+18, 1.93421e+17, 0.000994873, 280.689
2055, 1.08459e+14, 1.6162e+19, 4.33579e+18, 1.93322e+17, 0.000994366, 280.662
2060, 1.08404e+14, 1.61538e+19, 4.33358e+18, 1.93224e+17, 0.000993859, 280.634
2065, 1.08348e+14, 1.61456e+19, 4.33137e+18, 1.93125e+17, 0.000993353, 280.606
2070, 1.08293e+14, 1.61374e+19, 4.32917e+18, 1.93027e+17, 0.000992847, 280.578
2075, 1.08238e+14, 1.61291e+19, 4.32696e+18, 1.92929e+17, 0.000992342, 280.55
2080, 1.08183e+14, 1.61209e+19, 4.32476e+18, 1.9283e+17, 0.000991837, 280.523
2085, 1.08128e+14, 1.61127e+19, 4.32256e+18, 1.92732e+17, 0.000991332, 280.495
2090, 1.08073e+14, 1.61045e+19, 4.32036e+18, 1.92634e+17, 0.000990827, 280.467
2095, 1.08018e+14, 1.60963e+19, 4.31816e+18, 1.92536e+17, 0.000990323, 280.439
2100, 1.07963e+14, 1.60881e+19, 4.31596e+18, 1.92438e+17, 0.000989819, 280.411
2105, 1.07908e+14, 1.60799e+19, 4.31377e+18, 1.9234e+17, 0.000989315, 280.383
2110, 1.07853e+14, 1.60718e+19, 4.31157e+18, 1.92242e+17, 0.000988812, 280.355
2115, 1.07798e+14, 1.60636e+19, 4.30938e+18, 1.92145e+17, 0.000988309, 280.327
2120, 1.07743e+14, 1.60554e+19, 4.30719e+18, 1.92047e+17, 0.000987806, 280.298
2125, 1.07689e+14, 1.60473e+19, 4.305e+18, 1.91949e+17, 0.000987304, 280.27
2130, 1.07634e+14, 1.60391e+19, 4.30281e+18, 1.91852e+17, 0.000986802, 280.242
2135, 1.07579e+14, 1.60309e+19, 4.30062e+18, 1.91754e+17, 0.000986301, 280.214
2140, 1.07524e+14, 1.60228e+19, 4.29844e+18, 1.91657e+17, 0.000985799, 280.186
2145, 1.0747e+14, 1.60147e+19, 4.29625e+18, 1.91559e+17, 0.000985298, 280.157
2150, 1.07415e+14, 1.60065e+19, 4.29407e+18, 1.91462e+17, 0.000984797, 280.129
2155, 1.07361e+14, 1.59984e+19, 4.29189e+18, 1.91365e+17, 0.000984297, 280.101
2160, 1.07306e+14, 1.59903e+19, 4.2897e+18, 1.91267e+17, 0.000983797, 280.072
2165, 1.07252e+14, 1.59821e+19, 4.28753e+18, 1.9117e+17, 0.000983297, 280.044
2170, 1.07197e+14, 1.5974e+19, 4.28535e+18, 1.91073e+17, 0.000982798, 280.015
2175, 1.07143e+14, 1.59659e+19, 4.28317e+18, 1.90976e+17, 0.000982298, 279.987
2180, 1.07088e+14, 1.59578e+19, 4.281e+18, 1.90879e+17, 0.0009818, 279.958
2185, 1.07034e+14, 1.59497e+19, 4.27882e+18, 1.90782e+17, 0.000981301, 279.93
2190, 1.0698e+14, 1.59416e+19, 4.27665e+18, 1.90685e+17, 0.000980803, 279.901
2195, 1.06925e+14, 1.59335e+19, 4.27448e+18, 1.90588e+17, 0.000980305, 279.873
2200, 1.06871e+14, 1.59254e+19, 4.27231e+18, 1.90492e+17, 0.000979807, 279.844
2205, 1.06817e+14, 1.59173e+19, 4.27014e+18, 1.90395e+17, 0.00097931, 279.816
2210, 1.06762e+14, 1.59092e+19, 4.26797e+18, 1.90298e+17, 0.000978813, 279.787
2215, 1.06708e+14, 1.59012e+19, 4.26581e+18, 1.90202e+17, 0.000978316, 279.758
2220, 1.06654e+14, 1.58931e+19, 4.26364e+18, 1.90105e+17, 0.00097782, 279.729
2225, 1.066e+14, 1.5885e+19, 4.26148e+18, 1.90009e+17, 0.000977324, 279.701
2230, 1.06546e+14, 1.5877e+19, 4.25932e+18, 1.89913e+17, 0.000976828, 279.672
2235, 1.06492e+14, 1.58689e+19, 4.25716e+18, 1.89816e+17, 0.000976333, 279.643
2240, 1.06438e+14, 1.58609e+19, 4.255e+18, 1.8972e+17, 0.000975838, 279.614
2245, 1.06384e+14, 1.58528e+19, 4.25284e+18, 1.89624e+17, 0.000975343, 279.585
2250, 1.0633e+14, 1.58448e+19, 4.25069e+18, 1.89528e+17, 0.000974848, 279.556
2255, 1.06276e+14, 1.58368e+19, 4.24853e+18, 1.89432e+17, 0.000974354, 279.527
2260, 1.06222e+14, 1.58287e+19, 4.24638e+18, 1.89336e+17, 0.00097386, 279.498
2265, 1.06168e+14, 1.58207e+19, 4.24423e+18, 1.8924e+17, 0.000973367, 279.469
2270, 1.06115e+14, 1.58127e+19, 4.24207e+18, 1.89144e+17, 0.000972873, 279.44
2275, 1.06061e+14, 1.58047e+19, 4.23992e+18, 1.89048e+17, 0.00097238, 279.411
2280, 1.06007e+14, 1.57967e+19, 4.23778e+18, 1.88952e+17, 0.000971888, 279.382
2285, 1.05953e+14, 1.57887e+19, 4.23563e+18, 1.88856e+17, 0.000971395, 279.353
2290, 1.059e+14, 1.57807e+19, 4.23348e+18, 1.88761e+17, 0.000970903, 279.324
2295, 1.05846e+14, 1.57727e+19, 4.23134e+18, 1.88665e+17, 0.000970411, 279.294
2300, 1.05792e+14, 1.57647e+19, 4.2292e+18, 1.88569e+17, 0.00096992, 279.265
2305, 1.05739e+14, 1.57567e+19, 4.22705e+18, 1.88474e+17, 0.000969429, 279.236
2310, 1.05685e+14, 1.57487e+19, 4.22491e+18, 1.88379e+17, 0.000968938, 279.207
2315, 1.05632e+14, 1.57408e+19, 4.22277e+18, 1.88283e+17, 0.000968447, 279.177
2320, 1.05578e+14, 1.57328e+19, 4.22064e+18, 1.88188e+17, 0.000967957, 279.148
2325, 1.05525e+14, 1.57248e+19, 4.2185e+18, 1.88093e+17, 0.000967467, 279.119
2330, 1.05472e+14, 1.57169e+19, 4.21637e+18, 1.87997e+17, 0.000966977, 279.089
2335, 1.05418e+14, 1.57089e+19, 4.21423e+18, 1.87902e+17, 0.000966488, 279.06
2340, 1.05365e+14, 1.5701e+19, 4.2121e+18, 1.87807e+17, 0.000965999, 279.03
2345, 1.05311e+14, 1.5693e+19, 4.20997e+18, 1.87712e+17, 0.00096551, 279.001
2350, 1.05258e+14, 1.56851e+19, 4.20784e+18, 1.87617e+17, 0.000965022, 278.971
2355, 1.05205e+14, 1.56771e+19, 4.20571e+18, 1.87522e+17, 0.000964533, 278.942
2360, 1.05152e+14, 1.56692e+19, 4.20358e+18, 1.87427e+17, 0.000964045, 278.912
2365, 1.05099e+14, 1.56613e+19, 4.20146e+18, 1.87333e+17, 0.000963558, 278.883
2370, 1.05045e+14, 1.56534e+19, 4.19933e+18, 1.87238e+17, 0.00096307, 278.853
2375, 1.04992e+14, 1.56455e+19, 4.19721e+18, 1.87143e+17, 0.000962583, 278.823
2380, 1.04939e+14, 1.56375e+19, 4.19508e+18, 1.87049e+17, 0.000962097, 278.794
2385, 1.04886e+14, 1.56296e+19, 4.19296e+18, 1.86954e+17, 0.00096161, 278.764
2390, 1.04833e+14, 1.56217e+19, 4.19084e+18, 1.86859e+17, 0.000961124, 278.734
2395, 1.0478e+14, 1.56138e+19, 4.18873e+18, 1.86765e+17, 0.000960638, 278.704
2400, 1.04727e+14, 1.56059e+19, 4.18661e+18, 1.86671e+17, 0.000960153, 278.674
2405, 1.04674e+14, 1.55981e+19, 4.18449e+18, 1.86576e+17, 0.000959667, 278.645
2410, 1.04621e+14, 1.55902e+19, 4.18238e+18, 1.86482e+17, 0.000959183, 278.615
2415, 1.04568e+14, 1.55823e+19, 4.18026e+18, 1.86388e+17, 0.000958698, 278.585
2420, 1.04516e+14, 1.55744e+19, 4.17815e+18, 1.86294e+17, 0.000958213, 278.555
2425, 1.04463e+14, 1.55666e+19, 4.17604e+18, 1.86199e+17, 0.000957729, 278.525
2430, 1.0441e+14, 1.55587e+19, 4.17393e+18, 1.86105e+17, 0.000957246, 278.495
2435, 1.04357e+14, 1.55508e+19, 4.17182e+18, 1.86011e+17, 0.000956762, 278.465
2440, 1.04305e+14, 1.5543e+19, 4.16972e+18, 1.85917e+17, 0.000956279, 278.435
2445, 1.04252e+14, 1.55351e+19, 4.16761e+18, 1.85823e+17, 0.000955796, 278.405
2450, 1.04199e+14, 1.55273e+19, 4.16551e+18, 1.8573e+17, 0.000955313, 278.375
2455, 1.04147e+14, 1.55194e+19, 4.1634e+18, 1.85636e+17, 0.000954831, 278.345
2460, 1.04094e+14, 1.55116e+19, 4.1613e+18, 1.85542e+17, 0.000954349, 278.315
2465, 1.04042e+14, 1.55038e+19, 4.1592e+18, 1.85448e+17, 0.000953867, 278.284
2470, 1.03989e+14, 1.5496e+19, 4.1571e+18, 1.85355e+17, 0.000953385, 278.254
2475, 1.03937e+14, 1.54881e+19, 4.155e+18, 1.85261e+17, 0.000952904, 278.224
2480, 1.03884e+14, 1.54803e+19, 4.1529e+18, 1.85168e+17, 0.000952423, 278.194
2485, 1.03832e+14, 1.54725e+19, 4.15081e+18, 1.85074e+17, 0.000951943, 278.163
2490, 1.03779e+14, 1.54647e+19, 4.14871e+18, 1.84981e+17, 0.000951462, 278.133
2495, 1.03727e+14, 1.54569e+19, 4.14662e+18, 1.84888e+17, 0.000950982, 278.103
2500, 1.03675e+14, 1.54491e+19, 4.14453e+18, 1.84794e+17, 0.000950502, 278.072
2505, 1.03622e+14, 1.54413e+19, 4.14244e+18, 1.84701e+17, 0.000950023, 278.042
2510, 1.0357e+14, 1.54335e+19, 4.14035e+18, 1.84608e+17, 0.000949543, 278.012
2515, 1.03518e+14, 1.54257e+19, 4.13826e+18, 1.84515e+17, 0.000949064, 277.981
2520, 1.03466e+14, 1.54179e+19, 4.13617e+18, 1.84422e+17, 0.000948586, 277.951
2525, 1.03413e+14, 1.54102e+19, 4.13409e+18, 1.84329e+17, 0.000948107, 277.92
2530, 1.03361e+14, 1.54024e+19, 4.132e+18, 1.84236e+17, 0.000947629, 277.89
2535, 1.03309e+14, 1.53946e+19, 4.12992e+18, 1.84143e+17, 0.000947151, 277.859
2540, 1.03257e+14, 1.53869e+19, 4.12784e+18, 1.8405e+17, 0.000946674, 277.829
2545, 1.03205e+14, 1.53791e+19, 4.12575e+18, 1.83957e+17, 0.000946197, 277.798
2550, 1.03153e+14, 1.53714e+19, 4.12367e+18, 1.83864e+17, 0.00094572, 277.767
2555, 1.03101e+14, 1.53636e+19, 4.1216e+18, 1.83772e+17, 0.000945243, 277.737
2560, 1.03049e+14, 1.53559e+19, 4.11952e+18, 1.83679e+17, 0.000944766, 277.706
2565, 1.02997e+14, 1.53481e+19, 4.11744e+18, 1.83587e+17, 0.00094429, 277.675
2570, 1.02945e+14, 1.53404e+19, 4.11537e+18, 1.83494e+17, 0.000943814, 277.645
2575, 1.02893e+14, 1.53327e+19, 4.11329e+18, 1.83402e+17, 0.000943339, 277.614
2580, 1.02841e+14, 1.53249e+19, 4.11122e+18, 1.83309e+17, 0.000942863, 277.583
2585, 1.0279e+14, 1.53172e+19, 4.10915e+18, 1.83217e+17, 0.000942388, 277.552
2590, 1.02738e+14, 1.53095e+19, 4.10708e+18, 1.83125e+17, 0.000941913, 277.521
2595, 1.02686e+14, 1.53018e+19, 4.10501e+18, 1.83032e+17, 0.000941439, 277.491
2600, 1.02634e+14, 1.52941e+19, 4.10294e+18, 1.8294e+17, 0.000940965, 277.46
2605, 1.02583e+14, 1.52864e+19, 4.10087e+18, 1.82848e+17, 0.000940491, 277.429
2610, 1.02531e+14, 1.52787e+19, 4.09881e+18, 1.82756e+17, 0.000940017, 277.398
2615, 1.02479e+14, 1.5271e+19, 4.09674e+18, 1.82664e+17, 0.000939544, 277.367
2620, 1.02428e+14, 1.52633e+19, 4.09468e+18, 1.82572e+17, 0.00093907, 277.336
2625, 1.02376e+14, 1.52556e+19, 4.09262e+18, 1.8248e+17, 0.000938598, 277.305
2630, 1.02325e+14, 1.52479e+19, 4.09056e+18, 1.82388e+17, 0.000938125, 277.274
2635, 1.02273e+14, 1.52402e+19, 4.0885e+18, 1.82296e+17, 0.000937653, 277.243
2640, 1.02222e+14, 1.52326e+19, 4.08644e+18, 1.82204e+17, 0.000937181, 277.212
2645, 1.0217e+14, 1.52249e+19, 4.08438e+18, 1.82113e+17, 0.000936709, 277.181
2650, 1.02119e+14, 1.52172e+19, 4.08233e+18, 1.82021e+17, 0.000936237, 277.149
2655, 1.02067e+14, 1.52096e+19, 4.08027e+18, 1.81929e+17, 0.000935766, 277.118
2660, 1.02016e+14, 1.52019e+19, 4.07822e+18, 1.81838e+17, 0.000935295, 277.087
2665, 1.01964e+14, 1.51943e+19, 4.07617e+18, 1.81746e+17, 0.000934824, 277.056
2670, 1.01913e+14, 1.51866e+19, 4.07412e+18, 1.81655e+17, 0.000934354, 277.025
2675, 1.01862e+14, 1.5179e+19, 4.07207e+18, 1.81563e+17, 0.000933884, 276.993
2680, 1.01811e+14, 1.51713e+19, 4.07002e+18, 1.81472e+17, 0.000933414, 276.962
2685, 1.01759e+14, 1.51637e+19, 4.06797e+18, 1.81381e+17, 0.000932944, 276.931
2690, 1.01708e+14, 1.51561e+19, 4.06592e+18, 1.81289e+17, 0.000932475, 276.899
2695, 1.01657e+14, 1.51485e+19, 4.06388e+18, 1.81198e+17, 0.000932006, 276.868
2700, 1.01606e+14, 1.51408e+19, 4.06183e+18, 1.81107e+17, 0.000931537, 276.837
2705, 1.01555e+14, 1.51332e+19, 4.05979e+18, 1.81016e+17, 0.000931068, 276.805
2710, 1.01504e+14, 1.51256e+19, 4.05775e+18, 1.80925e+17, 0.0009306, 276.774
2715, 1.01453e+14, 1.5118e+19, 4.05571e+18, 1.80834e+17, 0.000930132, 276.742
2720, 1.01402e+14, 1.51104e+19, 4.05367e+18, 1.80743e+17, 0.000929664, 276.711
2725, 1.01351e+14, 1.51028e+19, 4.05163e+18, 1.80652e+17, 0.000929197, 276.679
2730, 1.013e+14, 1.50952e+19, 4.04959e+18, 1.80561e+17, 0.000928729, 276.648
2735, 1.01249e+14, 1.50876e+19, 4.04755e+18, 1.8047e+17, 0.000928262, 276.616
2740, 1.01198e+14, 1.508e+19, 4.04552e+18, 1.8038e+17, 0.000927796, 276.585
2745, 1.01147e+14, 1.50724e+19, 4.04349e+18, 1.80289e+17, 0.000927329, 276.553
2750, 1.01096e+14, 1.50649e+19, 4.04145e+18, 1.80198e+17, 0.000926863, 276.521
2755, 1.01045e+14, 1.50573e+19, 4.03942e+18, 1.80108e+17, 0.000926397, 276.49
